"taxon"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"
"Bacteria.Bacillota.Bacilli.Paenibacillales.Paenibacillaceae.Ammoniibacillus"	"Bacteria"	"Bacillota"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Ammoniibacillus"
"Bacteria.Chloroflexota.Dehalococcoidia.Dehalococcoidales.Dehalococcoidales Incertae Sedis.Dehalobium"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidales Incertae Sedis"	"Dehalobium"
"Bacteria.Latescibacterota.Latescibacteria.Latescibacterales.Latescibacteraceae.Candidatus Latescibacter"	"Bacteria"	"Latescibacterota"	"Latescibacteria"	"Latescibacterales"	"Latescibacteraceae"	"Candidatus Latescibacter"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rickettsiales.S25-593.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"S25-593"	"Incertae Sedis"
"Bacteria.Acidobacteriota.Subgroup 26.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Acidobacteriota"	"Subgroup 26"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Margulisbacteria.Incertae Sedis.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Margulisbacteria"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Caulobacterales.Hyphomonadaceae.Glycocaulis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	"Glycocaulis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Halieaceae.Haliea"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Haliea"
"Archaea.Halobacteriota.Methanomicrobia.Methanomicrobiales.Methanospirillaceae.Methanospirillum"	"Archaea"	"Halobacteriota"	"Methanomicrobia"	"Methanomicrobiales"	"Methanospirillaceae"	"Methanospirillum"
"Bacteria.Cyanobacteriota.Cyanobacteriia.Gloeobacterales.Gloeobacteraceae.Gloeobacter PCC-7421"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Gloeobacterales"	"Gloeobacteraceae"	"Gloeobacter PCC-7421"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Litoreibacter"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Litoreibacter"
"Bacteria.Thermodesulfobacteriota.Desulfobacteria.Desulfobacterales.Desulfococcaceae.Desulfococcus"	"Bacteria"	"Thermodesulfobacteriota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfococcaceae"	"Desulfococcus"
"Bacteria.Acidobacteriota.Holophagae.Acanthopleuribacterales.Acanthopleuribacteraceae.Acanthopleuribacter"	"Bacteria"	"Acidobacteriota"	"Holophagae"	"Acanthopleuribacterales"	"Acanthopleuribacteraceae"	"Acanthopleuribacter"
"Bacteria.Actinomycetota.Actinobacteria.Micrococcales.Beutenbergiaceae.NA"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micrococcales"	"Beutenbergiaceae"	"NA"
"Bacteria.Bacillota.Bacilli.Acholeplasmatales.Acholeplasmataceae.NED5E9"	"Bacteria"	"Bacillota"	"Bacilli"	"Acholeplasmatales"	"Acholeplasmataceae"	"NED5E9"
"Bacteria.Cyanobacteriota.Cyanobacteriia.Synechococcales.NA.NA"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Synechococcales"	"NA"	"NA"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.MBAE14.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"MBAE14"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Nitrincolaceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Nitrincolaceae"	"NA"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Spongiibacteraceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Spongiibacteraceae"	"NA"
"Bacteria.Thermodesulfobacteriota.Desulfuromonadia.Geobacterales.NA.NA"	"Bacteria"	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Geobacterales"	"NA"	"NA"
"Bacteria.Verrucomicrobiota.Verrucomicrobiia.Pedosphaerales.Pedosphaeraceae.SCGC AAA164-E04"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"SCGC AAA164-E04"
"Bacteria.Bacteroidota.Bacteroidia.SM1A07.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"SM1A07"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Myxococcota.Polyangiia.Nannocystales.Nannocystaceae.Incertae Sedis"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Nannocystales"	"Nannocystaceae"	"Incertae Sedis"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Marinifilaceae.Ancylomarina"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	"Ancylomarina"
"Bacteria.Chloroflexota.Dehalococcoidia.3051bac4-16.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	"3051bac4-16"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Cyanobacteriota.Cyanobacteriia.Synechococcales.Cyanobiaceae.NA"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"NA"
"Bacteria.Methylomirabilota.Methylomirabilia.Methylomirabilales.Methylomirabilaceae.NA"	"Bacteria"	"Methylomirabilota"	"Methylomirabilia"	"Methylomirabilales"	"Methylomirabilaceae"	"NA"
"Bacteria.Acidobacteriota.ODP1230B23.02.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Acidobacteriota"	"ODP1230B23"	"02"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Armatimonadota.Fimbriimonadia.Fimbriimonadales.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Armatimonadota"	"Fimbriimonadia"	"Fimbriimonadales"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Elusimicrobiota.4-29.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Elusimicrobiota"	"4-29"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Comamonadaceae.Macromonas"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Macromonas"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Halieaceae.OM60(NOR5) clade"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"OM60(NOR5) clade"
"Bacteria.Acidobacteriota.Thermoanaerobaculia.Thermoanaerobaculales.Thermoanaerobaculaceae.Thermoanaerobaculum"	"Bacteria"	"Acidobacteriota"	"Thermoanaerobaculia"	"Thermoanaerobaculales"	"Thermoanaerobaculaceae"	"Thermoanaerobaculum"
"Bacteria.Actinomycetota.Actinobacteria.Euzebyales.Euzebyaceae.Egibacter"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Euzebyales"	"Euzebyaceae"	"Egibacter"
"Bacteria.Bacillota.Clostridia.Lachnospirales.Lachnospiraceae.Natranaerovirga"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Natranaerovirga"
"Bacteria.Modulibacteria.Moduliflexia.Moduliflexales.Moduliflexaceae.Candidatus Moduliflexus"	"Bacteria"	"Modulibacteria"	"Moduliflexia"	"Moduliflexales"	"Moduliflexaceae"	"Candidatus Moduliflexus"
"Bacteria.Patescibacteria.Parcubacteria.Candidatus Terrybacteria.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	"Candidatus Terrybacteria"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Competibacterales.Competibacteraceae.NA"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Competibacterales"	"Competibacteraceae"	"NA"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Marinilabiliaceae.Carboxylicivirga"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinilabiliaceae"	"Carboxylicivirga"
"Bacteria.Campylobacterota.Campylobacteria.Campylobacterales.Sulfurimonadaceae.Thiovulum"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Sulfurimonadaceae"	"Thiovulum"
"Bacteria.Chloroflexota.Dehalococcoidia.H3.93.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	"H3"	"93"	"Incertae Sedis"
"Bacteria.Myxococcota.Polyangiia.VHS-B3-70.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Myxococcota"	"Polyangiia"	"VHS-B3-70"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Planctomycetota.Brocadiae.SM23-32.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Planctomycetota"	"Brocadiae"	"SM23-32"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Nitrincolaceae.Amphritea"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Nitrincolaceae"	"Amphritea"
"Bacteria.Actinomycetota.Actinobacteria.Micromonosporales.Micromonosporaceae.Phytomonospora"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Phytomonospora"
"Archaea.Thermoplasmatota.Thermoplasmata.Incertae Sedis.Incertae Sedis.Marine Benthic Group D and DHVEG-1"	"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Incertae Sedis"	"Incertae Sedis"	"Marine Benthic Group D and DHVEG-1"
"Bacteria.Acidobacteriota.d142.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Acidobacteriota"	"d142"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Enterobacterales.Kangiellaceae.Aliikangiella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Kangiellaceae"	"Aliikangiella"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Nitrosococcales.Methylophagaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Nitrosococcales"	"Methylophagaceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Pelagibacterales.Clade IV.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Pelagibacterales"	"Clade IV"	"Incertae Sedis"
"Bacteria.Bacteroidota.Bacteroidia.Cytophagales.Cyclobacteriaceae.Anditalea"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Anditalea"
"Bacteria.Chlorobiota.OC31.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Chlorobiota"	"OC31"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.Burkholderiaceae.Ephemeroptericola"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Ephemeroptericola"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Ectothiorhodospirales.Ectothiorhodospiraceae.Ectothiorhodospira"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Ectothiorhodospirales"	"Ectothiorhodospiraceae"	"Ectothiorhodospira"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Saccharospirillaceae.Gynuella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Saccharospirillaceae"	"Gynuella"
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Maritimimonas"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Maritimimonas"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Halieaceae.Marimicrobium"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Marimicrobium"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Unknown Family.Alkalimarinus"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Unknown Family"	"Alkalimarinus"
"Bacteria.Acidobacteriota.c5LKS83.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Acidobacteriota"	"c5LKS83"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Rikenellaceae.S50 wastewater-sludge group"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"S50 wastewater-sludge group"
"Bacteria.Cloacimonadota.Cloacimonadia.Cloacimonadales.Cloacimonadaceae.Incertae Sedis"	"Bacteria"	"Cloacimonadota"	"Cloacimonadia"	"Cloacimonadales"	"Cloacimonadaceae"	"Incertae Sedis"
"Bacteria.Cloacimonadota.Cloacimonadia.Cloacimonadales.NA.NA"	"Bacteria"	"Cloacimonadota"	"Cloacimonadia"	"Cloacimonadales"	"NA"	"NA"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Boseongicola"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Boseongicola"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Acidithiobacillales.Acidithiobacillaceae.TX1A-55"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Acidithiobacillales"	"Acidithiobacillaceae"	"TX1A-55"
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Lutimonas"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Lutimonas"
"Archaea.Halobacteriota.Halobacteria.Halobacterales.Haloferacaceae.Incertae Sedis"	"Archaea"	"Halobacteriota"	"Halobacteria"	"Halobacterales"	"Haloferacaceae"	"Incertae Sedis"
"Bacteria.Chloroflexota.Anaerolineae.Anaerolineales.Anaerolineaceae.Anaerolineaceae UCG-001"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"Anaerolineaceae UCG-001"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Pseudoruegeria"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Pseudoruegeria"
"Bacteria.Thermodesulfobacteriota.Desulfobacteria.Desulfobacterales.Desulfobacteraceae.Desulfospira"	"Bacteria"	"Thermodesulfobacteriota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Desulfospira"
"Bacteria.Verrucomicrobiota.Lentisphaeria.Lentisphaerales.Lentisphaeraceae.Lentisphaera"	"Bacteria"	"Verrucomicrobiota"	"Lentisphaeria"	"Lentisphaerales"	"Lentisphaeraceae"	"Lentisphaera"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Burkholderiales.EC94.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"EC94"	"Incertae Sedis"
"Bacteria.Thermodesulfobacteriota.Desulfovibrionia.Desulfovibrionales.Desulfovibrionaceae.Pseudodesulfovibrio"	"Bacteria"	"Thermodesulfobacteriota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Pseudodesulfovibrio"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Salipiger"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Salipiger"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Pelagibacterales.Clade I.Clade Ib"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Pelagibacterales"	"Clade I"	"Clade Ib"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rhodobacterales.Paracoccaceae.Pseudooceanicola"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Pseudooceanicola"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rickettsiales.Midichloriaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"Midichloriaceae"	"Incertae Sedis"
"Bacteria.Spirochaetota.Spirochaetia.Spirochaetales.Spirochaetaceae.Alkalispirochaeta"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Alkalispirochaeta"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Holosporales.Holosporaceae.Candidatus Bealeia"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Holosporales"	"Holosporaceae"	"Candidatus Bealeia"
"Bacteria.Spirochaetota.Brevinematia.Brevinematales.Brevinemataceae.Thermospira"	"Bacteria"	"Spirochaetota"	"Brevinematia"	"Brevinematales"	"Brevinemataceae"	"Thermospira"
"Bacteria.Fibrobacterota.Chitinivibrionia.Chitinivibrionales.Chitinispirillaceae.TG3"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinispirillaceae"	"TG3"
"Bacteria.Methylomirabilota.Methylomirabilia.Methylomirabilales.Methylomirabilaceae.MIZ17"	"Bacteria"	"Methylomirabilota"	"Methylomirabilia"	"Methylomirabilales"	"Methylomirabilaceae"	"MIZ17"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Saccharospirillaceae.Litoribrevibacter"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Saccharospirillaceae"	"Litoribrevibacter"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Holosporales.Holosporaceae.NA"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Holosporales"	"Holosporaceae"	"NA"
"Bacteria.Bacillota.TSAC18.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Bacillota"	"TSAC18"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Balneolota.Balneolia.Balneolales.Balneolaceae.Balneola"	"Bacteria"	"Balneolota"	"Balneolia"	"Balneolales"	"Balneolaceae"	"Balneola"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Kiloniellales.Kiloniellaceae.Tistlia"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Kiloniellales"	"Kiloniellaceae"	"Tistlia"
"Bacteria.Verrucomicrobiota.Verrucomicrobiia.Opitutales.Puniceicoccaceae.Verruc-01"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Opitutales"	"Puniceicoccaceae"	"Verruc-01"
"Bacteria.Ignavibacteriota.Ignavibacteria.Ignavibacteriales.SR-FBR-L83.Incertae Sedis"	"Bacteria"	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"SR-FBR-L83"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Acetobacterales.Elioraeaceae.Elioraea"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Acetobacterales"	"Elioraeaceae"	"Elioraea"
"Bacteria.Pseudomonadota.Gammaproteobacteria.D90.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"D90"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.TA06.Incertae Sedis.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"TA06"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Actinomycetota.Actinobacteria.Nitriliruptorales.Nitriliruptoraceae.YC-ZSS-LKJ90"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Nitriliruptorales"	"Nitriliruptoraceae"	"YC-ZSS-LKJ90"
"Bacteria.Cloacimonadota.Cloacimonadia.Cloacimonadales.Cloacimonadaceae.NA"	"Bacteria"	"Cloacimonadota"	"Cloacimonadia"	"Cloacimonadales"	"Cloacimonadaceae"	"NA"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Pelagibacterales.NA.NA"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Pelagibacterales"	"NA"	"NA"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Francisellales.Francisellaceae.Allofrancisella"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Francisellales"	"Francisellaceae"	"Allofrancisella"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Saccharospirillaceae.Thalassolituus"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Saccharospirillaceae"	"Thalassolituus"
"Bacteria.Verrucomicrobiota.Verrucomicrobiia.Opitutales.Puniceicoccaceae.A714019"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Opitutales"	"Puniceicoccaceae"	"A714019"
"Bacteria.Bacillota.Bacilli.Izemoplasmatales.Izemoplasmataceae.Incertae Sedis"	"Bacteria"	"Bacillota"	"Bacilli"	"Izemoplasmatales"	"Izemoplasmataceae"	"Incertae Sedis"
"Bacteria.Actinomycetota.Actinobacteria.Euzebyales.Euzebyaceae.NA"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Euzebyales"	"Euzebyaceae"	"NA"
"Bacteria.Pseudomonadota.Gammaproteobacteria.AT-s2-59.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"AT-s2-59"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Bacteroidota.Bacteroidia.Sphingobacteriales.KD1-131.Incertae Sedis"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"KD1-131"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.Ancalomicrobiaceae.Ancalomicrobium"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Ancalomicrobiaceae"	"Ancalomicrobium"
"Bacteria.Cyanobacteriota.Cyanobacteriia.Eurycoccales.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Eurycoccales"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Patescibacteria.ABY1.Candidatus Buchananbacteria.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Buchananbacteria"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Pseudomonadales.Halieaceae.Parahaliea"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Parahaliea"
"Bacteria.Myxococcota.Polyangiia.UASB-TL25.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Myxococcota"	"Polyangiia"	"UASB-TL25"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Poribacteria.Incertae Sedis.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Poribacteria"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Rickettsiales.bac2nit3.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"bac2nit3"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Ectothiorhodospirales.Ectothiorhodospiraceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Ectothiorhodospirales"	"Ectothiorhodospiraceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Halothiobacillales.Halothiobacillaceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Halothiobacillales"	"Halothiobacillaceae"	"Incertae Sedis"
"Archaea.Halobacteriota.Halobacteria.Halobacterales.Halobacteriaceae.Incertae Sedis"	"Archaea"	"Halobacteriota"	"Halobacteria"	"Halobacterales"	"Halobacteriaceae"	"Incertae Sedis"
"Bacteria.Chloroflexota.Anaerolineae.Aggregatilineales.A4b.OLB15"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Aggregatilineales"	"A4b"	"OLB15"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Hyphomicrobiales.C2U.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"C2U"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Ectothiorhodospirales.Ectothiorhodospiraceae.Thioalbus"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Ectothiorhodospirales"	"Ectothiorhodospiraceae"	"Thioalbus"
"Bacteria.Pseudomonadota.Gammaproteobacteria.SZB50.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"SZB50"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Rhodothermota.Rhodothermia.Rhodothermales.Rhodothermaceae.Salinibacter"	"Bacteria"	"Rhodothermota"	"Rhodothermia"	"Rhodothermales"	"Rhodothermaceae"	"Salinibacter"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Francisellales.Francisellaceae.Fastidiosibacter"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Francisellales"	"Francisellaceae"	"Fastidiosibacter"
"Bacteria.Pseudomonadota.Alphaproteobacteria.Alphaproteobacteria Incertae Sedis.Neomegalonemataceae.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Alphaproteobacteria Incertae Sedis"	"Neomegalonemataceae"	"Incertae Sedis"
"Bacteria.Pseudomonadota.Gammaproteobacteria.Beggiatoales.Leucotrichaceae.Cocleimonas"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Beggiatoales"	"Leucotrichaceae"	"Cocleimonas"
"Bacteria.Pseudomonadota.Gammaproteobacteria.EC3.Incertae Sedis.Incertae Sedis"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"EC3"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.WS4.Incertae Sedis.Incertae Sedis.Incertae Sedis.Incertae Sedis"	"Bacteria"	"WS4"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"
"Bacteria.Planctomycetota.Brocadiae.Brocadiales.Brocadiaceae.Candidatus Brocadia"	"Bacteria"	"Planctomycetota"	"Brocadiae"	"Brocadiales"	"Brocadiaceae"	"Candidatus Brocadia"
